Text,Label
,"ham	1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)"
,ham	We still on for tonight?
,ham	Please tell me not all of my car keys are in your purse
,ham	Your daily text from me – a favour this time
,ham	Except theres a chick with huge boobs.
,ham	Must come later.. I normally bathe him in da afternoon mah..
,"ham	8 at the latest, g's still there if you can scrounge up some ammo and want to give the new ak a try"
,ham	Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy
,"ham	""Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx"""
,"ham	Tee hee. Off to lecture, cheery bye bye."
,ham	He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. Ü got a lot of work ar?
,ham	He says hi and to get your ass back to south tampa (preferably at a kegger)
,ham	Who's there say hi to our drugdealer
,ham	Give one miss from that number please
,ham	Nope wif my sis lor... Aft bathing my dog then i can bathe... Looks like it's going 2 rain soon.
,ham	No one interested. May be some business plan.
,"ham	Ha ha nan yalrigu heltini..Iyo kothi chikku, u shared many things wit me..so far i didn't told any body and even uttered a word abt u.. If ur trusting me so much how can i tell these to others.. Plz nxt time dont use those words to me..ok, chikku:-);-)B-)"
,ham	Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.
,ham	Good Morning my Dear........... Have a great &amp; successful day.
,"spam	URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm"
,ham	What???? Hello wats talks email address?
,ham	Oops i thk i dun haf enuff... I go check then tell ü..
,ham	Thanx 4 e brownie it's v nice...
,ham	Never blame a day in ur life. Good days give u happiness. Bad days give u experience. Both are essential in life! All are Gods blessings! good morning.:
,"spam	FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
,ham	Is fujitsu s series lifebook good?
,"spam	URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !"
,ham	Just wanted to say holy shit you guys weren't kidding about this bud
,spam	PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
,ham	Whos this am in class:-)
,"ham	We made it! Eta at taunton is 12:30 as planned, hope that‘s still okday?! Good to see you! :-xx"
,"ham	Dizzamn, aight I'll ask my suitemates when I get back"
,spam	U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599
,"ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
,"spam	Rock yr chik. Get 100's of filthy films &XXX pics on yr phone now. rply FILTH to 69669. Saristar Ltd, E14 9YT 08701752560. 450p per 5 days. Stop2 cancel"
,ham	As per your request 'Melle Melle (Oru Minnaminunginte Nurungu Vettam)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune
,"ham	Not yet chikku..going to room nw, i'm in bus.."
,spam	Free tones Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
,ham	What u talking bout early morning? It's almost noon where your at!
,ham	Actually i'm waiting for 2 weeks when they start putting ad.
,ham	That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
,ham	Can not use foreign stamps in this country. Good lecture .
,ham	Ok lor...
,spam	YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £150 prize. To collect is easy. Just call 09061743386
,ham	U WILL SWITCH YOUR FONE ON DAMMIT!!
,spam	Boltblue tones for 150p Reply POLY# or MONO# eg POLY3 1. Cha Cha Slide 2. Yeah 3. Slow Jamz 6. Toxic 8. Come With Me or STOP 4 more tones txt MORE
,ham	Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?
,ham	Tmr then ü brin lar... Aiya later i come n c lar... Mayb ü neva set properly ü got da help sheet wif ü...
,"ham	I thought i'd get him a watch, just cos thats the kind of thing u get4an18th. And he loves so much!"
,ham	Yavnt tried yet and never played original either
,"ham	Mon okie lor... Haha, best is cheap n gd food la, ex oso okie... Depends on whether wana eat western or chinese food... Den which u prefer..."
,ham	My battery is low babe
,"ham	Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)"
,"spam	You are a £1000 winner or Guaranteed Caller Prize, this is our Final attempt to contact you! To Claim Call 09071517866 Now! 150ppmPOBox10183BhamB64XE"
,ham	At WHAT TIME should i come tomorrow
,spam	Refused a loan? Secured or Unsecured? Can't get credit? Call free now 0800 195 6669 or text back 'help' & we will!
,"ham	Yes, princess. Toledo."
,ham	If I get there before you after your ten billion calls and texts so help me god
,"ham	Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)"
,ham	Howz that persons story
,"spam	REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
,"spam	WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
,"ham	When you just put in the + sign, choose my number and the pin will show. Right?"
,"ham	Me also da, i feel yesterday night  wait til 2day night dear."
,ham	I'll let you know when it kicks in
,ham	I'm ok. Will do my part tomorrow
,ham	Does not operate after  &lt;#&gt;  or what
,ham	Can u look 4 me in da lib i got stuff havent finish yet.
,ham	He says hi and to get your ass back to south tampa (preferably at a kegger)
,ham	At 4. Let's go to bill millers
,ham	I dun believe u. I thk u told him.
,ham	The basket's gettin full so I might be by tonight
,"ham	Awesome, be there in a minute"
,spam	Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2
,ham	Even i cant close my eyes you are in me our vava playing umma :-D
,ham	Hey do you want anything to buy:)
,ham	I'm glad. You are following your dreams.
,ham	Takin a shower now but yeah I'll leave when I'm done
,ham	Thanks  and ! Or bomb and date as my phone wanted to say!
,"ham	""SHIT BABE.. THASA BIT MESSED UP.YEH, SHE SHUDVETOLD U. DID URGRAN KNOW?NEWAY, ILLSPEAK 2 U2MORO WEN IM NOT ASLEEP..."""
,"ham	Sorry, I'll call later"
,ham	Tell dear what happen to you. Why you talking to me like an alian
,ham	I said its okay. Sorry
,spam	Not heard from U4 a while. Call me now am here all night with just my knickers on. Make me beg for it like U did last time 01223585236 XX Luv Nikiyu4.net
,ham	So no messages. Had food?
,ham	Shopping? Eh ger i toking abt syd leh...Haha
,ham	Can you talk with me..
,"ham	You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
,ham	Yoyyooo u know how to change permissions for a drive in mac. My usb flash drive
,"ham	If you want to mapquest it or something look up ""usf dogwood drive"", that's the tiny street where the parking lot is"
,ham	Ok. How many should i buy.
,"ham	I feel like a dick because I keep sleeping through your texts and facebook messages. Sup, you in town?"
,"spam	You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm"
,ham	Alex says he's not ok with you not being ok with it
,"ham	Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem."
,ham	Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...
,ham	I will see in half an hour
,ham	You'd like that wouldn't you? Jerk!
,ham	Please da call me any mistake from my side sorry da. Pls da goto doctor.
,ham	Hope you are having a good week. Just checking in
,ham	MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*
,ham	I told that am coming on wednesday.
,ham	Then u going ikea str aft dat?
,ham	Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
,ham	He also knows about lunch menu only da. . I know
,"ham	Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
,"spam	LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323."
,ham	Oh k:)after that placement there ah?
,ham	Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?
,"ham	Haha figures, well I found the piece and priscilla's bowl"
,ham	Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.
,ham	No but the bluray player can
,"ham	sry can't talk on phone, with parents"
,"ham	""GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"""
,ham	Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
,ham	No he didn't. Spring is coming early yay!
,"ham	Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?"
,ham	I send the print  outs da.
,ham	Erm. I thought the contract ran out the4th of october.
,ham	JADE ITS PAUL. Y DIDNT U TXT ME? DO U REMEMBER ME FROM BARMED? I WANT 2 TALK 2 U! TXT ME
,ham	Kent vale lor... Ü wait 4 me there ar?
,ham	Ok...
,ham	No..jst change tat only..
,ham	LOL what happens in Vegas stays in vegas
,ham	R u saying i should re order the slippers cos i had to pay for returning it.
,ham	Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!
,"ham	Aight no rush, I'll ask jay"
,"ham	So you think i should actually talk to him? Not call his boss in the morning? I went to this place last year and he told me where i could go and get my car fixed cheaper. He kept telling me today how much he hoped i would come back in, how he always regretted not getting my number, etc."
,"ham	Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
,ham	Then what about further plan?
,"ham	Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat..."
,ham	Oh k k:)but he is not a big hitter.anyway good
,ham	Just wait till end of march when el nino gets himself. Oh.
,ham	Men like shorter ladies. Gaze up into his eyes.
,ham	I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob
,"ham	Yep, the great loxahatchee xmas tree burning of  &lt;#&gt;  starts in an hour"
,ham	Umma my life and vava umma love you lot dear
,"spam	U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.ldew.com SkillGame,1Winaweek, age16.150ppermessSubscription"
,"ham	Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
,ham	Just come home. I don't want u to be miserable
,ham	Arun can u transfr me d amt
,"ham	I'm outside islands, head towards hard rock and you'll run into me"
,ham	Am not interested to do like that.
,ham	This pay is  &lt;DECIMAL&gt;  lakhs:)
,ham	Dont know supports ass and srt i thnk. I think ps3 can play through usb too
,"ham	A few people are at the game, I'm at the mall with iouri and kaila"
,ham	Er yep sure. Props?
,ham	Yup i'm still having coffee wif my frens... My fren drove she'll give me a lift...
,ham	I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
,ham	Den wat will e schedule b lk on sun?
,"ham	idc get over here, you are not weaseling your way out of this shit twice in a row"
,ham	Lol yeah at this point I guess not
,ham	U wake up already? Thanx 4 e tau sar piah it's quite nice.
,ham	Thts god's gift for birds as humans hav some natural gift frm god..
,ham	Still i have not checked it da. . .
,ham	On the way to office da..
,ham	Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.
,"ham	Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
,ham	Sorry. || mail? ||
,ham	Later i guess. I needa do mcat study too.
,ham	I thk 530 lor. But dunno can get tickets a not. Wat u doing now?
,ham	ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG
,ham	 gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number.
,spam	Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
,"ham	Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
,ham	Or i go home first lar ü wait 4 me lor.. I put down my stuff first..
,ham	Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You?
,ham	U come n search tat vid..not finishd..
,ham	Esplanade lor. Where else...
,"ham	Ok., is any problem to u frm him? Wats matter?"
,spam	XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867
,ham	Boy; I love u Grl: Hogolo Boy: gold chain kodstini Grl: Agalla Boy: necklace madstini Grl: agalla Boy: Hogli 1 mutai eerulli kodthini! Grl: I love U kano;-)
,spam	Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
,"ham	If i let you do this, i want you in the house by 8am."
,"ham	I've got  &lt;#&gt; , any way I could pick up?"
,ham	Yup i shd haf ard 10 pages if i add figures... Ü all got how many pages?
,"spam	Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+"
,ham	ILL B DOWN SOON
,"ham	Sorry, I'll call later"
,ham	There is os called ubandu which will run without installing in hard disk...you can use that os to copy the important files in system and give it to repair shop..
,spam	Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU
,"ham	Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
,"ham	Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu"
,"spam	Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply."
,spam	Do you want a new Video phone? 600 anytime any network mins 400 Inclusive Video calls AND downloads 5 per week Free delTOMORROW call 08002888812 or reply NOW
,ham	I am not having her number sir
,ham	Oh k. . I will come tomorrow
,ham	I'm going out to buy mum's present ar.
,ham	Fffff. Can you text kadeem or are you too far gone
,"ham	Edison has rightly said, ""A fool can ask more questions than a wise man can answer"" Now you know why all of us are speechless during ViVa.. GM,GN,GE,GNT:-)"
,ham	Yeah get the unlimited
,ham	Ok...
,ham	If he started searching he will get job in few days.he have great potential and talent.
,spam	FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242
,"spam	For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk"
,ham	I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
,ham	Siva is in hostel aha:-.
,ham	This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.
,ham	Is ur paper today in e morn or aft?
,ham	I want snow. It's just freezing and windy.
,ham	Its on in engalnd! But telly has decided it won't let me watch it and mia and elliot were kissing! Damn it!
,"ham	No worries, hope photo shoot went well. have a spiffing fun at workage."
,ham	What Today-sunday..sunday is holiday..so no work..
,ham	Thanks honey but still haven't heard anything I will leave it a bit longer so not 2 crowd him and will try later - great advice thanks hope cardiff is still there!
,spam	100 dating service cal;l 09064012103 box334sk38ch
,"ham	Text me when you get off, don't call, my phones having problems"
,"ham	Sure, whenever you show the fuck up &gt;:("
,"ham	Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
,"ham	not that I know of, most people up here are still out of town"
,ham	I'm at work. Please call
,spam	Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+
,"ham	Sorry, I'll call later"
,ham	Of course. I guess god's just got me on hold right now.
,"ham	Oh fine, I'll be by tonight"
,ham	I love to wine and dine my lady!
,ham	I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight
,"spam	Latest News! Police station toilet stolen, cops have nothing to go on!"
,"ham	Dad wanted to talk about the apartment so I got a late start, omw now"
,ham	When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.
,spam	PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04
,"ham	Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
,ham	U dun say so early hor... U c already then say...
,ham	Quite lor. But dun tell him wait he get complacent...
,ham	Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes
,"ham	Aight, see you in a bit"
,ham	Xy trying smth now. U eat already? We havent...
,"spam	This is the 2nd time we have tried 2 contact u. U have won the 750 Pound prize. 2 claim is easy, call 08712101358 NOW! Only 10p per min. BT-national-rate"
,"ham	Come to mu, we're sorting out our narcotics situation"
,"ham	Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day."
,ham	I am 6 ft. We will be a good combination!
,ham	Thanks. Fills me with complete calm and reassurance!
,spam	Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16
,ham	Ha ha cool cool chikku chikku:-):-DB-)
,ham	Okie but i scared u say i fat... Then u dun wan me already...
,"spam	U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT"
,"ham	Cool, we shall go and see, have to go to tip anyway. Are you at home, got something to drop in later? So lets go to town tonight! Maybe mum can take us in."
,ham	PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx
,ham	Cool. I am  &lt;#&gt;  inches long. hope you like them big!
,ham	do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................
,ham	Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
,ham	I've reached already.
,"ham	Brainless Baby Doll..:-D;-), vehicle sariyag drive madoke barolla.."
,"ham	Just looked it up and addie goes back Monday, sucks to be her"
,"ham	Sorry, I'll call later in meeting."
,ham	I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!
,ham	HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN
,ham	I'm vivek:)i got call from your number.
,"ham	Not for possession, especially not first offense"
,ham	Can you use foreign stamps for whatever you send them off for?
,ham	Yun buying... But school got offer 2000 plus only...
,ham	Y ü wan to go there? C doctor?
one. 16 reply HL 4info,spam	No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p
,ham	Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you
,"spam	Had your contract mobile 11 Mnths? Latest Motorola, Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback, no to remove from records."
,"ham	Dude u knw also telugu..thts gud..k, gud nyt.."
,ham	Yes:)from last week itself i'm taking live call.
,ham	Studying. But i.ll be free next weekend.
,ham	I cant pick the phone right now. Pls send a message
,ham	In da car park
,ham	Wen did you get so spiritual and deep. That's great
,ham	For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
,ham	Ill call you evening ill some ideas.
,spam	Great News! Call FREEFONE 08006344447 to claim your guaranteed £1000 CASH or £2000 gift. Speak to a live operator NOW!
,"ham	Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me."
,ham	Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams
,ham	I'm on the bus. Love you
,ham	Hello! Good week? Fancy a drink or something later?
,spam	PRIVATE! Your 2003 Account Statement for 078
,"ham	Probably, want to pick up more?"
,"spam	500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
,"ham	OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK."
,ham	Sorry da. I gone mad so many pending works what to do.
,ham	Ya:)going for restaurant..
,ham	Din i tell u jus now 420
,ham	Baaaaaaaabe! Wake up ! I miss you ! I crave you! I need you!
,spam	Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.
,"ham	If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to"
,ham	Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx
,"ham	When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL"
,ham	What time is ur flight tmr?
,"spam	Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. FML, PO Box 5249, MK17 92H. 450Ppw 16"
,ham	Am also doing in cbe only. But have to pay.
,spam	UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117
,ham	What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
,ham	Oh thats late! Well have a good night and i will give u a call tomorrow. Iam now going to go to sleep night night
,ham	I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
,ham	Lil fever:) now fine:)
,ham	Hey what how about your project. Started aha da.
,ham	Good Morning plz call me sir
,ham	Just checking in on you. Really do miss seeing Jeremiah. Do have a great month
,"ham	Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
,"ham	Oops - am at my mum's in somerset... Bit far! Back tomo, see you soon x"
,"spam	Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007"
,"ham	I hope your alright babe? I worry that you might have felt a bit desparate when you learned the job was a fake ? I am here waiting when you come back, my love"
,ham	Oh ho. Is this the first time u use these type of words
,ham	Think you sent the text to the home phone. That cant display texts. If you still want to send it his number is
,"ham	Yeah, in fact he just asked if we needed anything like an hour ago. When and how much?"
,"ham	Omw back to tampa from west palm, you hear what happened?"
,spam	U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901
,"ham	Tonight? Yeah, I'd be down for that"
,ham	Sorry da..today i wont come to play..i have driving clas..
,ham	Goin to workout lor... Muz lose e fats...
,ham	Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?
,"ham	I noe la... U wana pei bf oso rite... K lor, other days den..."
,ham	Quite late lar... Ard 12 anyway i wun b drivin...
,"ham	It's wylie, you in tampa or sarasota?"
,spam	You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
,ham	We have all rounder:)so not required:)
,ham	I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!
,ham	I am literally in bed and have been up for like  &lt;#&gt;  hours
,ham	Well if I'm that desperate I'll just call armand again
,"ham	Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
,ham	Poor girl can't go one day lmao
,ham	Shuhui has bought ron's present it's a swatch watch...
,ham	No prob. I will send to your email.
,spam	Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed £1000 cash or £5000 prize!
,ham	What you thinked about me. First time you saw me in class.
,spam	Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP
,ham	S:)8 min to go for lunch:)
,"ham	Life is more strict than teacher... Bcoz Teacher teaches lesson &amp; then conducts exam, But Life first conducts Exam &amp; then teaches Lessons. Happy morning. . ."
,ham	ok....take care.umma to you too...
,"ham	* Was really good to see you the other day dudette, been missing you!"
,spam	3. You have received your mobile content. Enjoy
,ham	Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
,ham	Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.
,ham	Chk in ur belovd ms dict
,ham	I cant pick the phone right now. Pls send a message
,ham	Hey gals.. Anyone of u going down to e driving centre tmr?
,ham	Yup... Ok i go home look at the timings then i msg ü again... Xuhui going to learn on 2nd may too but her lesson is at 8am
,ham	Otherwise had part time job na-tuition..
,ham	Are you at work right now ?
,ham	But really quite funny lor wat... Then u shd haf run shorter distance wat...
,ham	You call him and tell now infront of them. Call him now.
,"ham	Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down"
,"ham	Maybe westshore or hyde park village, the place near my house?"
,spam	Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow
,ham	Sent me ur email id soon
,ham	Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.
,ham	S..antha num corrct dane
,ham	Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz
,ham	Dont worry. I guess he's busy.
,"ham	Sorry vikky, i'm Watching olave mandara movie kano in trishul theatre wit my frnds.."
,ham	Pls tell nelson that the bb's are no longer comin. The money i was expecting aint coming
,ham	Fine am simply sitting.
,"ham	I prefer my free days... Tues, wed, fri oso can... Ü ask those workin lor..."
,ham	Please attend the phone:)
,ham	Cool. Do you like swimming? I have a pool and jacuzzi at my house.
,ham	Double eviction this week - Spiral and Michael and good riddance to them!
