Preprocessed,Label
"['hi', 'chikku', 'send', 'nice', 'msg']",ham
"['office', 'around', '4', 'pm', 'going', 'hospital']",ham
"['valued', 'customer', 'pleased', 'advise', 'following', 'recent', 'review', 'mob', 'awarded', '1500', 'bonus', 'prize', 'call', '09066364589']",spam
"['came', 'hostel']",ham
"['cool', 'like', 'swimming', 'pool', 'jacuzzi', 'house']",ham
"['lol', 'forgot', 'eh', 'yes', 'bring', 'babe']",ham
"['santa', 'calling', 'would', 'little', 'one', 'like', 'call', 'santa', 'xmas', 'eve', 'call', '09058094583', 'book', 'time']",spam
"['rose', 'need', 'water', 'season', 'need', 'change', 'poet', 'need', 'imagination', 'phone', 'need', 'ur', 'sm', 'need', 'ur', 'lovely', 'frndship', 'forever']",ham
"['congrats', '2', 'mobile', '3g', 'videophones', 'r', 'call', '09063458130', 'videochat', 'wid', 'ur', 'mate', 'play', 'java', 'game', 'dload', 'polyph', 'music', 'noline', 'rentl', 'bx420', 'ip4', '5we', '150p']",spam
"['call', 'number', 'available', 'appointment', 'ask', 'connect', 'call', 'waheed', 'fathima']",ham
"['hi', 'missed', 'call', 'mumhas', 'beendropping', 'red', 'wine', 'theplace', 'adress']",ham
"['went', 'project', 'centre']",ham
"['cold', 'dont', 'sad', 'dear']",ham
"['thanks', 'ringtone', 'order', 'reference', 't91', 'charged', 'gbp', '4', 'per', 'week', 'unsubscribe', 'anytime', 'calling', 'customer', 'service', '09057039994']",spam
"['shoot', 'big', 'load', 'get', 'ready']",ham
"['bought', 'test', 'yesterday', 'something', 'let', 'know', 'exact', 'day', 'u', 'ovulate', 'get', '2u', '2', '3wks', 'pls', 'pls', 'dont', 'fret', 'know', 'u', 'r', 'worried', 'pls', 'relax', 'also', 'anything', 'ur', 'past', 'history', 'u', 'need', 'tell']",ham
"['wah', 'okie', 'okie', 'muz', 'make', 'use', 'e', 'unlimited', 'haha']",ham
"['promise', 'take', 'good', 'care', 'princess', 'run', 'please', 'send', 'pic', 'get', 'chance', 'ttyl']",ham
"['night', 'ended', 'another', 'day', 'morning', 'come', 'special', 'way', 'may', 'smile', 'like', 'sunny', 'ray', 'leaf', 'worry', 'blue', 'blue', 'bay', 'gud', 'mrng']",ham
"['hope', 'result', 'consistently', 'intelligent', 'kind', 'start', 'asking', 'practicum', 'link', 'keep', 'ear', 'open', 'best', 'ttyl']",ham
"['well', 'leave', 'class', 'babe', 'never', 'came', 'back', 'hope', 'nice', 'sleep', 'love']",ham
"['ok', 'vl', 'u', 'know', 'got', 'adsense', 'approved']",ham
"['convey', 'regard']",ham
"['adult', 'would', 'learn', 'experience', 'real', 'danger', 'dont', 'like', 'peep', 'using', 'drug', 'dont', 'need', 'comment']",ham
"['room', 'need']",ham
"['r', 'still', 'meeting', '4', 'dinner', 'tonight']",ham
"['much', 'u', 'trying', 'get']",ham
"['winner', 'valued', 'network', 'customer', 'selected', 'receivea', '900', 'prize', 'reward', 'claim', 'call', '09061701461', 'claim', 'code', 'kl341', 'valid', '12', 'hour']",spam
"['4', 'taco', '1', 'raja', 'burrito', 'right']",ham
"['quite', 'ok', 'bit', 'ex', 'u', 'better', 'go', 'eat', 'smth', 'else', 'feel', 'guilty']",ham
"['dude', 'got', 'haircut', 'breezy']",ham
"['k', 'much', '8th', 'fifty']",ham
"['sorry', 'gone', 'place', 'tomorrow', 'really', 'sorry']",ham
"['u', 'secret', 'admirer', 'looking', '2', 'make', 'contact', 'u', 'find', 'r', 'reveal', 'think', 'ur', 'special', 'call', '09065171142', 'stopsms', '08']",spam
"['urgent', 'please', 'call', '09066612661', 'landline', '5000', 'cash', 'luxury', '4', 'canary', 'island', 'holiday', 'await', 'collection', 'c', 'sae', 'award', '20m12aq', '150ppm', '16']",spam
"['catch', 'bus', 'frying', 'egg', 'make', 'tea', 'eating', 'mom', 'left', 'dinner', 'feel', 'love']",ham
"['dude', 'ive', 'seeing', 'lotta', 'corvette', 'lately']",ham
"['get', 'cash', 'together', 'text', 'jason']",ham
"['awarded', 'sipix', 'digital', 'camera', 'call', '09061221061', 'landline', 'delivery', 'within', '28days', 'c', 'box177', 'm221bp', '2yr', 'warranty', '150ppm', '16', 'p', 'p', '3', '99']",spam
"['mile', 'smile', 'r', 'made', 'frm', 'letter', 'u', 'know', 'difference', 'smile', 'ur', 'face', 'keep', 'happy', 'even', 'though', 'mile', 'away', 'u', 'keep', 'smiling', 'good', 'nyt']",ham
"['ok', 'good', 'later', 'come', 'find', 'ü', 'c', 'lucky', 'told', 'ü', 'go', 'earlier', 'later', 'pple', 'take', 'finish', 'ü']",ham
"['noice', 'text']",ham
"['always', 'even', 'spirit', 'get', 'bb', 'soon', 'trying', 'sure', 'need']",ham
"['win', 'urgent', 'mobile', 'number', 'awarded', '2000', 'prize', 'guaranteed', 'call', '09061790121', 'land', 'line', 'claim', '3030', 'valid', '12hrs', '150ppm']",spam
"['yet', 'ya', 'sapna', 'aunty', 'manege', 'day', 'hogidhe', 'chinnu', 'full', 'weak', 'swalpa', 'black', 'agidhane']",ham
"['k', 'wait', 'chikku', 'il', 'send', 'aftr', 'lt', 'gt', 'min']",ham
"['bear', 'pic', 'nick', 'tom', 'pete', 'dick', 'fact', 'type', 'try', 'gay', 'chat', 'photo', 'upload', 'call', '08718730666', '10p', 'min', '2', 'stop', 'text', 'call', '08712460324']",spam
"['shop', 'till', 'u', 'drop', 'either', '10k', '5k', '500', 'cash', '100', 'travel', 'voucher', 'call', '09064011000', 'ntt', 'po', 'box', 'cr01327bt', 'fixedline', 'cost', '150ppm', 'mobile', 'vary']",spam
"['hi', 'got', 'money', 'da']",ham
"['come', 'sec', 'somebody', 'want', 'see']",ham
"['guessin', 'gonna', '9']",ham
"['ditto', 'worry', 'saying', 'anything', 'anymore', 'like', 'said', 'last', 'night', 'whatever', 'want', 'peace']",ham
"['getting', 'ticket', '4', 'walsall', 'tue', '6', 'th', 'march', 'mate', 'getting', 'sat', 'ill', 'pay', 'treat', 'want', '2', 'go', 'txt', 'bak', 'terry']",ham
"['shoot', 'doc', 'waiting', 'room']",ham
"['yeah', 'imagine', 'would', 'really', 'gentle', 'unlike', 'doc', 'treat', 'patient', 'like', 'turkey']",ham
"['aight', 'well', 'keep', 'informed']",ham
"['age', 'abj']",ham
"['rgent', '2nd', 'attempt', 'contact', 'u', 'u', '1250', 'call', '09071512433', 'b4', '050703', 'csbcm4235wc1n3xx', 'callcost', '150ppm', 'mobilesvary', 'max', '7', '50']",spam
"['dont', 'know', 'exactly', 'could', 'ask', 'chechi']",ham
"['gent', 'trying', 'contact', 'last', 'weekend', 'draw', 'show', '1000', 'prize', 'guaranteed', 'call', '09064012160', 'claim', 'code', 'k52', 'valid', '12hrs', '150ppm']",spam
"['could', 'kiss', 'feel', 'next']",ham
"['hey', 'da', 'cool', 'iknow', '2', 'wellda', 'peril', 'studentfinancial', 'crisis', 'spk', '2', 'u', 'l8r']",ham
"['one', 'talking']",ham
"['im', 'realy', 'soz', 'imat', 'mum', '2nite', '2moro']",ham
"['thanks', 'honey', 'still', 'heard', 'anything', 'leave', 'bit', 'longer', '2', 'crowd', 'try', 'later', 'great', 'advice', 'thanks', 'hope', 'cardiff', 'still']",ham
"['want', 'sent', 'lt', 'gt', 'mesages', 'today', 'thats', 'sorry', 'hurt']",ham
"['know', 'lab', 'goggles', 'went']",ham
"['yes', 'completely', 'form', 'clark', 'also', 'utter', 'waste']",ham
"['good', 'night', 'dear', 'sleepwell', 'amp', 'take', 'care']",ham
"['right', 'wasnt', 'phoned', 'someone', 'number', 'like']",ham
"['k', 'best', 'congrats']",ham
"['sure', 'neighbor', 'didnt', 'pick']",ham
"['ya', 'going', 'restaurant']",ham
"['oh', 'ho', 'first', 'time', 'u', 'use', 'type', 'word']",ham
"['shhhhh', 'nobody', 'supposed', 'know']",ham
['okie'],ham
"['cant', 'believe', 'said', 'many', 'thing', 'morning', 'really', 'wanted', 'say', 'good', 'morning', 'love', 'beautiful', 'morning', 'see', 'library', 'later']",ham
"['call', 'senthil', 'hsbc']",ham
"['dunno', 'lei', 'neva', 'say']",ham
"['mobile', 'customer', 'may', 'claim', 'free', 'camera', 'phone', 'upgrade', 'pay', 'go', 'sim', 'card', 'loyalty', 'call', '0845', '021', '3680', 'offer', 'end', '28thfeb', 'c', 'apply']",spam
"['sure', 'thing', 'big', 'man', 'hockey', 'election', '6', 'go', 'longer', 'hour', 'though']",ham
"['hi', 'babe', 'jordan', 'r', 'u', 'im', 'home', 'abroad', 'lonely', 'text', 'back', 'u', 'wanna', 'chat', 'xxsp', 'visionsms', 'com', 'text', 'stop', 'stopcost', '150p', '08712400603']",spam
"['k', 'wen', 'ur', 'free', 'come', 'home', 'also', 'tel', 'vikky', 'hav', 'sent', 'mail', 'also', 'better', 'come', 'evening', 'il', 'free', 'today', 'aftr', '6pm']",ham
"['sorry', 'light', 'turned', 'green', 'meant', 'another', 'friend', 'wanted', 'lt', 'gt', 'worth', 'may', 'around']",ham
"['left', 'yet', 'probably', 'gonna', 'til', 'dinner']",ham
"['hows', 'street', 'end', 'library', 'walk']",ham
"['aww', 'first', 'time', 'u', 'said', 'u', 'missed', 'without', 'asking', 'missed', 'u', 'first', 'love']",ham
"['sorry', 'call', 'later', 'lt', 'gt', 'min']",ham
"['come', 'n', 'pick', 'ü', 'come', 'immediately', 'aft', 'ur', 'lesson']",ham
"['0a', 'network', 'allow', 'company', 'bill', 'sm', 'responsible', 'supplier', 'shop', 'give', 'guarantee', 'sell', 'b', 'g']",spam
"['going', 'join', 'tomorrow']",ham
"['argh', 'fuck', 'nobody', 'town']",ham
"['lol', 'u', 'drunkard', 'hair', 'moment', 'yeah', 'still', '4', 'tonight', 'wats', 'plan']",ham
"['know', 'wot', 'people', 'wear', 'shirt', 'jumper', 'hat', 'belt', 'know', 'r', 'cribbs']",ham
"['friendship', 'game', 'play', 'word', 'say', 'start', 'march', 'end', 'may', 'tomorrow', 'yesterday', 'today', 'e']",ham
"['arun', 'u', 'transfr', 'amt']",ham
"['medical', 'mission', 'nigeria']",ham
"['know', 'u', 'u', 'know', 'send', 'chat', '86688', 'let', 'find', '150p', 'msg', 'rcvd', 'hg', 'suite342', '2lands', 'row', 'w1j6hl', 'ldn', '18', 'year']",spam
"['1', '000', 'cash', '2', '000', 'prize', 'claim', 'call09050000327']",spam
"['25p', '4', 'alfie', 'moon', 'child', 'need', 'song', 'ur', 'mob', 'tell', 'ur', 'm8s', 'txt', 'tone', 'charity', '8007', 'nokias', 'poly', 'charity', 'polys', 'zed', '08701417012', 'profit', '2', 'charity']",spam
"['make', 'time', 'tonight', 'whenever', 'cool', 'text', 'whenever', 'around']",ham
"['aight', 'pick', 'open', 'tonight']",ham
"['want', 'cock', 'hubby', 'away', 'need', 'real', 'man', '2', 'satisfy', 'txt', 'wife', '89938', 'string', 'action', 'txt', 'stop', '2', 'end', 'txt', 'rec', '1', '50ea', 'otbox', '731', 'la1', '7ws']",spam
"['oops', 'shower', 'u', 'called', 'hey', 'parking', 'garage', 'collapsed', 'university', 'hospital', 'see', 'crazy', 'stuff', 'like', 'happen']",ham
"['ü', 'mean', 'confirmed', 'tot', 'juz', 'say', 'oni', 'ok']",ham
"['hmmm', 'many', 'player', 'selected']",ham
"['purity', 'friendship', 'two', 'smiling', 'reading', 'forwarded', 'message', 'smiling', 'seeing', 'name', 'gud', 'evng', 'musthu']",ham
"['5', '2', 'work', 'timing']",ham
"['take', 'care', 'n', 'get', 'well', 'soon']",ham
"['hello', 'yeah', 'got', 'bath', 'need', 'hair', 'come', 'done', 'yeah']",ham
"['chosen', 'receive', '350', 'award', 'pls', 'call', 'claim', 'number', '09066364311', 'collect', 'award', 'selected', 'receive', 'valued', 'mobile', 'customer']",spam
['ok'],ham
"['telly', 'brdget', 'jones']",ham
"['u', 'secret', 'admirer', 'reveal', 'think', 'u', 'r', 'special', 'call', '09065174042', 'opt', 'reply', 'reveal', 'stop', '1', '50', 'per', 'msg', 'recd', 'cust', 'care', '07821230901']",spam
"['sent', 'send']",ham
"['u', 'horrible', 'gal', 'u', 'knew', 'dat', 'going', 'wif', 'yest', 'n', 'u', 'still', 'come', 'n', 'ask']",ham
"['busy', 'come', 'point', 'figure', 'tomorrow']",ham
"['haha', 'awesome', '4u', 'couple', 'time', 'coming']",ham
"['idea', 'guess', 'work', 'hour', 'supposed', 'leave', 'since', 'usual', 'nobody', 'interest', 'figuring', 'shit', 'last', 'second']",ham
"['looking', 'forward', 'sex', 'cuddling', 'two', 'sleep']",ham
"['haha', 'think']",ham
"['bring', 'home', 'wendy']",ham
"['networking', 'technical', 'support', 'associate']",ham
"['callin', 'say', 'hi', 'take', 'care', 'bruv']",ham
"['never', 'wanted', 'tell', 'short', 'edge', 'late']",ham
"['meeting', 'da', 'call']",ham
"['hi', 'baby', 'im', 'cruisin', 'girl', 'friend', 'r', 'u', '2', 'give', 'call', 'hour', 'home', 'thats', 'alright', 'fone', 'fone', 'love', 'jenny', 'xxx']",ham
"['excellent', 'wish', 'together', 'right']",ham
"['hi', 'darlin', 'im', 'helen', 'fone', 'im', 'gonna', 'b', 'prince', '2', 'nite', 'please', 'come', 'tb', 'love', 'kate']",ham
"['message', 'text', 'missing', 'sender', 'name', 'missing', 'number', 'missing', 'sent', 'date', 'missing', 'missing', 'u', 'lot', 'thats', 'everything', 'missing', 'sent', 'via', 'fullonsms', 'com']",ham
"['dont', 'send', 'plus', 'mode']",ham
"['tried', 'contact', 'reply', 'offer', '750', 'min', '150', 'textand', 'new', 'video', 'phone', 'call', '08002988890', 'reply', 'free', 'delivery', 'tomorrow']",spam
"['awesome', 'text', 'restocked']",ham
"['hmm', 'well', 'night', 'night']",ham
"['2', 'celebrate', 'b', 'day', 'else']",ham
"['hi', 'babe', 'chloe', 'r', 'u', 'smashed', 'saturday', 'night', 'great', 'weekend', 'u', 'missing', 'sp', 'visionsms', 'com', 'text', 'stop', 'stop', '150p', 'text']",spam
['september'],ham
"['get', 'hep', 'b', 'immunisation', 'nigeria']",ham
"['done', 'handed', 'know', 'mega', 'shop', 'asda', 'count', 'celebration', 'thats']",ham
"['private', '2003', 'account', 'statement', '07815296484', 'show', '800', 'un', 'redeemed', 'point', 'call', '08718738001', 'identifier', 'code', '41782', 'expires', '18', '11', '04']",spam
"['watching', 'cartoon', 'listening', 'music', 'amp', 'eve', 'go', 'temple', 'amp', 'church', 'u']",ham
"['txting', 'driving']",ham
"['idc', 'get', 'weaseling', 'way', 'shit', 'twice', 'row']",ham
"['leave', 'de', 'start', 'prepare', 'next']",ham
"['juz', 'remembered', 'gotta', 'bathe', 'dog', 'today']",ham
"['pay', 'like', 'lt', 'gt', 'yr', 'difficult']",ham
"['yes', 'care', 'cause', 'know']",ham
"['great', 'day', 'beautiful', 'one']",ham
"['need', 'coz', 'never', 'go']",ham
"['wait', 'lt', 'gt', 'min']",ham
"['tirupur', 'da', 'started', 'office', 'call']",ham
"['want', 'talk']",ham
"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",ham
"['checking', 'really', 'miss', 'seeing', 'jeremiah', 'great', 'month']",ham
"['urgent', '1', 'week', 'free', 'membership', '100', '000', 'prize', 'jackpot', 'txt', 'word', 'claim', '81010', 'c', 'www', 'dbuk', 'net', 'lccltd', 'pobox', '4403ldnw1a7rw18']",spam
"['battery', 'low', 'babe']",ham
"['super', 'da', 'good', 'replacement', 'murali']",ham
"['k', 'special']",ham
"['u', 'sick', 'still', 'go', 'shopping']",ham
"['lol', 'would', 'despite', 'cramp', 'like', 'girl']",ham
['ok'],ham
"['aiyah', 'wait', 'lor', 'u', 'entertain', 'hee']",ham
"['congrats', 'treat', 'pending', 'mail', '2', 'day', 'mail', 'thru', 'respect', 'mother', 'home', 'check', 'mail']",ham
"['hey', 'project', 'started', 'aha', 'da']",ham
"['say', 'somebody', 'named', 'tampa']",ham
"['ok', 'asked', 'money', 'far']",ham
"['good', 'morning', 'dear', 'shijutta', 'great', 'amp', 'successful', 'day']",ham
"['fuck', 'babe', 'miss', 'already', 'know', 'let', 'send', 'money', 'towards', 'net', 'need', 'want', 'crave']",ham
"['hi', 'ur', 'lookin', '4', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'chat', '2', 'sort', 'time', '09099726429', 'janinexx', 'call', '1', 'minmobsmorelkpobox177hp51fl']",spam
"['still', 'chance', 'search', 'hard', 'get', 'let', 'try']",ham
"['kallis', 'wont', 'play', 'first', 'two', 'odi']",ham
"['opinion', '1', '2', 'jada', '3', 'kusruthi', '4', 'lovable', '5', 'silent', '6', 'spl', 'character', '7', 'matured', '8', 'stylish', '9', 'simple', 'pls', 'reply']",ham
"['miss', 'vday', 'parachute', 'double', 'coin', 'u', 'must', 'know', 'well']",ham
"['im', 'gonna', 'miss', 'u', 'much']",ham
"['ok', 'would', 'b', 'lovely', 'u', 'r', 'sure', 'think', 'wot', 'u', 'want', 'drinkin', 'dancin', 'eatin', 'cinema', 'u', 'wot']",ham
"['drive', 'read', 'need', 'write']",ham
"['ask', 'u', 'meeting', 'da', 'ge', 'tmr', 'nite']",ham
"['waiting', 'e', 'car', '4', 'mum', 'lor', 'u', 'leh', 'reach', 'home', 'already']",ham
"['askd', 'u', 'question', 'hour', 'answer']",ham
"['house', 'e', 'sky', 'quite', 'dark', 'liao', 'raining', 'got', 'excuse', '2', 'run', 'already', 'rite', 'hee']",ham
"['thanks', 'hope', 'good', 'day', 'today']",ham
"['new', 'year', 'eve', 'ok', 'went', 'party', 'boyfriend', 'si', 'hey']",ham
"['wats', 'ur', 'opinion', 'abt', 'abt', 'character']",ham
"['pls', 'go', 'today', 'lt', 'gt', 'dont', 'want', 'excuse']",ham
"['wana', 'plan', 'trip', 'sometme']",ham
"['sent', 'maga', 'money', 'yesterday', 'oh']",ham
"['hey', 'happen', 'de', 'alright']",ham
"['customer', 'place', 'wil', 'cal', 'u', 'sir']",ham
"['great', 'princess', 'love', 'giving', 'receiving', 'oral', 'doggy', 'style', 'fave', 'position', 'enjoy', 'making', 'love', 'lt', 'gt', 'time', 'per', 'night']",ham
"['someone', 'year', 'lt', 'gt', 'toyota', 'camry', 'like', 'mr', 'olayiwola', 'mileage', 'lt', 'gt', 'k', 'clean', 'need', 'know', 'much', 'sell', 'raise', 'dough', 'soon', 'landing', 'sell', 'holla', 'back']",ham
['ok'],ham
"['go', 'chase', 'run', 'crossing', 'street']",ham
"['guy', 'kadeem', 'selling', 'since', 'break', 'know', 'one', 'guy', 'paranoid', 'fuck', 'like', 'selling', 'without', 'til', 'late', 'tonight']",ham
"['whatever', 'want', 'know', 'rule', 'talk', 'earlier', 'week', 'start', 'happening', 'showing', 'responsibility', 'yet', 'every', 'week', 'bend', 'rule', 'way', 'way', 'whatever', 'tired', 'thia', 'argument', 'every', 'week', 'lt', 'gt', 'movie', 'doesnt', 'inlude', 'preview', 'still', 'getting', '1']",ham
"['suck', 'got', 'planned', 'yo', 'valentine', 'yo', 'valentine']",ham
"['hi', 'always', 'online', 'yahoo', 'would', 'like', 'chat', 'someday']",ham
"['per', 'request', 'maangalyam', 'alaipayuthe', 'set', 'callertune', 'caller', 'press', '9', 'copy', 'friend', 'callertune']",ham
"['mum', 'going', 'robinson', 'already']",ham
"['u', 'love', 'someone', 'dont', 'make', 'love', 'u', 'much', 'u', 'love', 'much', 'dont', 'want', 'loved', 'anyone', 'except', 'gud', 'nit']",ham
"['sorry', 'missed', 'call', 'let', 'talk', 'time', '07090201529']",spam
"['hmv', 'bonus', 'special', '500', 'pound', 'genuine', 'hmv', 'voucher', 'answer', '4', 'easy', 'question', 'play', 'send', 'hmv', '86688', 'info', 'www', '100percent', 'real', 'com']",spam
[],ham
['idea'],ham
"['vl', 'bcum', 'difficult']",ham
"['nothing', 'really', 'making', 'sure', 'everybody', 'speed']",ham
"['u', 'coming', 'back', '4', 'dinner', 'rite', 'dad', 'ask', 'confirm', 'wif', 'u']",ham
"['everywhere', 'dirt', 'floor', 'window', 'even', 'shirt', 'sometimes', 'open', 'mouth', 'come', 'flowing', 'dream', 'world', 'without', 'half', 'chore', 'time', 'joy', 'lot', 'tv', 'show', 'see', 'guess', 'like', 'thing', 'must', 'exist', 'like', 'rain', 'hail', 'mist', 'time', 'done', 'become', 'one']",ham
"['cme', 'want', 'go', 'ho', '2morow', 'wil', 'cme', 'got', 'dear', 'didnt', 'say', 'time']",ham
"['love', 'hope', 'anything', 'drastic', 'dare', 'sell', 'pc', 'phone']",ham
['nothing'],ham
"['much', 'dirty', 'fellow']",ham
"['oh', 'dang', 'mean', 'send', 'lol']",ham
"['ball', 'moving', 'lot', 'spin', 'last', 'difficult', 'bat']",ham
"['storming', 'msg', 'wen', 'u', 'lift', 'phne', 'u', 'say', 'hello', 'u', 'knw', 'wt', 'real', 'meaning', 'hello', 'name', 'girl', 'yes', 'u', 'knw', 'dat', 'girl', 'margaret', 'hello', 'girlfrnd', 'f', 'grahmbell', 'invnted', 'telphone', 'moral', 'one', '4get', 'name', 'person', 'bt', 'girlfrnd', 'g', 'n', 'g', 'h']",ham
"['hey', 'want', 'crave', 'miss', 'need', 'love', 'ahmad', 'saeed', 'al', 'hallaq']",ham
"['2', 'student', 'solved', 'cat', 'question', 'xam', '5', '3', '2', 'lt', 'gt', '9', '2', '4', 'lt', 'gt', '8', '6', '3', 'lt', 'gt', '7', '2', '5', 'tell', 'answer', 'u', 'r', 'brilliant', '1thing', 'got', 'answr']",ham
"['cheer', 'card', 'time', 'year', 'already']",ham
"['excellent', 'thought', 'misundrstud', 'frnd', 'knw', 'u', 'hate', 'bt', 'day', 'wen', 'u', 'knw', 'truth', 'u', 'hate', 'urself', 'gn']",ham
"['see', 'thought']",ham
"['good', 'wondering', 'wont', 'say', 'hi', 'smiling', 'coping', 'long', 'distance']",ham
"['reach', 'ur', 'home', 'lt', 'gt', 'minute']",ham
"['told', 'accenture', 'confirm', 'true']",ham
['ok'],ham
"['today', 'offer', 'claim', 'ur', '150', 'worth', 'discount', 'voucher', 'text', 'yes', '85023', 'savamob', 'member', 'offer', 'mobile', 'c', '08717898035', '3', '00', 'sub', '16', 'unsub', 'reply', 'x']",spam
"['dont', 'know', 'ask', 'brother', 'nothing', 'problem', 'thing', 'told']",ham
"['urgent', 'important', 'information', '02', 'user', 'today', 'lucky', 'day', '2', 'find', 'log', 'onto', 'http', 'www', 'urawinner', 'com', 'fantastic', 'surprise', 'awaiting']",spam
"['u', 'definitely', 'need', 'module', 'e', 'humanity', 'dis', 'sem', 'izzit', 'u', 'wan', '2', 'take', 'module', '1st']",ham
"['get', 'ready', 'lt', 'gt', 'inch', 'pleasure']",ham
"['sorry', 'call', 'later', 'meeting', 'sir']",ham
"['free', 'video', 'camera', 'phone', 'half', 'price', 'line', 'rental', '12', 'mths', '500', 'cross', 'ntwk', 'min', '100', 'txts', 'call', 'mobileupd8', '08001950382', 'call2optout', '674']",spam
"['nah', 'dub', 'je', 'still', 'buff']",ham
"['4', 'let', 'go', 'bill', 'miller']",ham
"['dear', 'voucher', 'holder', '2', 'claim', '1st', 'class', 'airport', 'lounge', 'pass', 'using', 'holiday', 'voucher', 'call', '08704439680', 'booking', 'quote', '1st', 'class', 'x', '2']",spam
"['watching', 'telugu', 'movie', 'wat', 'abt', 'u']",ham
"['tee', 'hee', 'lecture', 'cheery', 'bye', 'bye']",ham
"['time', 'thinkin', 'goin']",ham
"['laptop', 'take']",ham
"['actually', 'mobile', 'full', 'msg', 'work', 'online', 'need', 'send', 'lt', 'gt', 'sent', 'msg', 'wil', 'explain', 'u', 'later']",ham
"['talk', 'sexy', 'make', 'new', 'friend', 'fall', 'love', 'world', 'discreet', 'text', 'dating', 'service', 'text', 'vip', '83110', 'see', 'could', 'meet']",spam
"['amazing', 'quote', 'sometimes', 'life', 'difficult', 'decide', 'whats', 'wrong', 'lie', 'brings', 'smile', 'truth', 'brings', 'tear']",ham
"['number', 'sir']",ham
"['place', 'get', 'room', 'cheap']",ham
"['7', 'wonder', 'world', '7th', '6th', 'ur', 'style', '5th', 'ur', 'smile', '4th', 'ur', 'personality', '3rd', 'ur', 'nature', '2nd', 'ur', 'sm', '1st', 'ur', 'lovely', 'friendship', 'good', 'morning', 'dear']",ham
"['wiskey', 'brandy', 'rum', 'gin', 'beer', 'vodka', 'scotch', 'shampain', 'wine', 'kudi', 'yarasu', 'dhina', 'vaazhthukkal']",ham
"['problem', 'baby', 'good', 'time', 'talk', 'called', 'left', 'message']",ham
"['dun', 'cut', 'short', 'leh', 'u', 'dun', 'like', 'ah', 'failed', 'quite', 'sad']",ham
"['carlos', 'taking', 'sweet', 'time', 'usual', 'let', 'know', 'patty', 'done', 'want', 'smoke', 'tell', 'haul', 'as']",ham
"['total', 'disappointment', 'texted', 'craziest', 'shit', 'got']",ham
"['hey', 'morning', 'come', 'ask', 'pa']",ham
"['lt', 'gt', 'k', 'oh', 'send', 'home', 'sale']",ham
"['guaranteed', '1000', 'cash', '2000', 'prize', 'claim', 'yr', 'prize', 'call', 'customer', 'service', 'representative', '08714712394', '10am', '7pm']",spam
"['feel', 'like', 'trying', 'kadeem', 'v']",ham
"['looked', 'addie', 'go', 'back', 'monday', 'suck']",ham
"['spook', 'mob', 'halloween', 'collection', 'logo', 'pic', 'message', 'plus', 'free', 'eerie', 'tone', 'txt', 'card', 'spook', '8007', 'zed', '08701417012150p', 'per', 'logo', 'pic']",spam
"['bugis', 'juz', 'wat', 'walking', 'home', 'oredi', 'ü', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', 'r', 'ü']",ham
"['company', 'good', 'environment', 'terrific', 'food', 'really', 'nice']",ham
"['best', 'watch', 'say', 'cause', 'get', 'drunk', 'motherfucker']",ham
"['way', 'transport', 'le', 'problematic', 'sat', 'night', 'way', 'u', 'want', 'ask', 'n', 'join', 'bday', 'feel', 'free', 'need', 'know', 'definite', 'no', 'booking', 'fri']",ham
"['reach', 'ten', 'morning']",ham
"['might', 'go', '2', 'sch', 'yar', 'e', 'salon', 'v', 'boring']",ham
"['guy', 'browsin', 'compulsory']",ham
"['sir', 'hope', 'day', 'going', 'smoothly', 'really', 'hoped', 'wont', 'bother', 'bill', 'settle', 'month', 'extra', 'cash', 'know', 'challenging', 'time', 'also', 'let', 'know']",ham
"['u', 'made', 'appointment']",ham
"['babe', 'back', 'come', 'back']",ham
"['probably', 'lt', 'gt']",ham
"['know', 'old', 'dom', 'told', 'yesterday', 'name', 'roger', 'got', 'touch', 'last', 'night', 'want', 'meet', 'today', '2', 'pm']",ham
"['well', 'available', 'washob', 'nobbing', 'last', 'night', 'ask', 'nickey', 'platt', 'instead']",ham
"['please', 'call', 'customer', 'service', 'representative', 'freephone', '0808', '145', '4742', '9am', '11pm', 'guaranteed', '1000', 'cash', '5000', 'prize']",spam
"['strange', 'watching', '2nd', 'one', 'bed', 'sweet', 'dream', 'miss', 'u']",ham
"['home', 'always', 'chat']",ham
"['hi', 'birth', '8lb', '7oz', 'mother', 'baby', 'brilliantly']",ham
"['getting', 'back', 'home']",ham
"['pls', 'dont', 'forget', 'study']",ham
"['alright', 'bring', 'see', 'like', 'lt', 'gt', 'min']",ham
"['k', 'k', 'going']",ham
"['big', 'difference', 'lt', 'gt', 'versus', 'lt', 'gt', 'every', 'lt', 'gt', 'hr']",ham
"['thanks', 'understanding', 'trying', 'tell', 'sura']",ham
"['heard', 'week']",ham
"['customer', 'service', 'announcement', 'recently', 'tried', 'make', 'delivery', 'unable', 'please', 'call', '07090298926', 'schedule', 'ref', '9307622']",spam
"['ask', 'say', 'please', 'message']",ham
