Message,Label
thanks understanding trying tell sura,0
so amount get pls,0
message free welcome new improved sex dogging club unsubscribe service reply stop msg 150p 18,1
greatest test courage earth bear defeat without losing heart gn tc,0
back brum thanks putting u keeping u happy see soon,0
old orchard near univ,0
cant pick phone right pls send message,0
wonder got online love gone net cafe get phone recharged friend net think boytoy,0
thanks message really appreciate sacrifice sure process direct pay find way back test tomorrow class wonderful day,0
hi ya babe x u 4goten bout scammer getting smart though regular vodafone respond get prem rate msg subscription no used also beware,1
increase chance winning,0
dude u knw also telugu thts gud k gud nyt,0
yes see ya dot,0
keep payasam rinu brings,0
hey ad crap nite borin without ya 2 boggy u boring biatch thanx u wait til nxt time il ave ya,0
time think need know near campus,0
wont anything de,0
make baby yo tho,0
erm woodland avenue somewhere get parish magazine telephone number,0
ur paper,0
whatsup dont u want sleep,0
imagine finally get sink bath put pace maybe even eat left also imagine feel cage cock surrounded bath water reminding always owns enjoy cuck,0
usf guess might well take 1 car,0
remember ask alex pizza,0
guessin gonna 9,0
sday joined training started today,0
cold dont sad dear,0
n funny,0
ok msg u b4 leave house,0
aight rush ask jay,0
bruv hope great break rewarding semester,0
adult 18 content video shortly,1
cant pick phone right pls send message,0
like tell deepest darkest fantasy call 09094646631 60p min stop text call 08712460324 nat rate,1
sick needy want pout stomp foot pout stomp foot want slave want,0
depends quality want type sent boye faded glory 6 want ralphs maybe 2,0
bring home wendy,0
free entry 2 weekly comp chance win ipod txt pod 80182 get entry std txt rate c apply 08452810073 detail 18,1
winner valued network customer hvae selected receive 900 reward collect call 09061701444 valid 24 hour acl03530150pm,1
cud u tell ppl im gona b bit l8 co 2 bus hav gon past co full im still waitin 4 1 pete x,0
lol enjoy role playing much,0
hi sorry missed call pls call back,0
never try alone take weight tear come ur heart fall ur eye always remember stupid friend share bslvyl,0
great safe trip dont panic surrender,0
dropped em omw back,0
donno scorable,0
thinking chuckin ur red green n black trainners 2 save carryin bac train,0
haha good hear officially paid market 8th,0
number u live 11,0
hi babe chloe r u smashed saturday night great weekend u missing sp visionsms com text stop stop 150p text,1
look frying pan case cheap book perhaps silly frying pan likely book,0
going college pa else ill come self pa,0
wnt buy bmw car urgently vry urgent hv shortage lt gt lac source arng dis amt lt gt lac thats prob,0
xmas offer latest motorola sonyericsson nokia free bluetooth dvd double min 1000 txt orange call mobileupd8 08000839402 call2optout 4qf2,1
yup ü comin,0
heard anything answering text guessing flaked said jb fantastic,0
haha figure well found piece priscilla bowl,0
fuuuuck need stop sleepin sup,0
26th july,0
way make sure u get train worc foregate street shrub hill fun night x,0
yunny goin late,0
important customer service announcement premier call freephone 0800 542 0578,1
gonna pick 1 burger way home even move pain killing,0
ok finish 6,0
dont flatter tell man mine two pint carlin ten minute please,0
didnt get anything da,0
urgent 1 week free membership 100 000 prize jackpot txt word claim 81010 c www dbuk net lccltd pobox 4403ldnw1a7rw18,1
hi chachi tried calling u unable reach u pl give missed cal u c tiz msg kanagu,0
plz tell an bslvyl sent via fullonsms com,0
even cant close eye vava playing umma,0
wonderful okors great month cherish guy wish well day mojibiola,0
pen thing beyond joke wont biro master ever,0
might accidant tookplace somewhere ghodbandar rd traffic move slovely plz slip amp worry,0
know thinkin malaria relax child cant handle malaria would worse gastroenteritis take enough replace loss temp reduce give malaria med vomit self limiting illness mean day completely stop,0
class hour sorry,0
battery low babe,0
great role model giving much really wish day miracle god reason everything must say wish knew dont looked since young still great day,0
oh thats late well good night give u call tomorrow iam going go sleep night night,0
working ringing u thing whole houseful screaming brat pulling hair loving u,0
six chance win cash 100 20 000 pound txt csh11 send 87575 cost 150p day 6days 16 tsandcs apply reply hl 4 info,1
convey regard,0
actually fuck whatever find excuse tampa point january though,0
late,0
wot student discount u get book,0
know wait check,0
okie,0
cant pick phone right pls send message,0
private 2004 account statement 07742676969 show 786 unredeemed bonus point claim call 08719180248 identifier code 45239 expires,1
stop wondering wow ever going stop tm ing tm whenever want mine laugh,0
good morning love go sleep wish great day full feeling better opportunity last thought babe love kiss,0
worry sure get,0
okie scared u say fat u dun wan already,0
urgent mobile 077xxx 2 000 bonus caller prize 02 06 03 2nd attempt reach call 09066362206 asap box97n7qp 150ppm,1
height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move said made student wont even start datz confidence,0
urgent trying contact u today draw show 800 prize guaranteed call 09050001808 land line claim m95 valid12hrs,1
stuck da middle da row da right hand side da lt,0
real baby want bring inner tigress,0
goodmorning sleeping ga,0
hi happy new year dont mean intrude pls let know much tuition paid last semester much semester thanks,0
battery mr adewale uncle aka egbon,0
aight pick open tonight,0
probably eat today think gonna pop weekend u miss,0
try making another butt,0
lol u still feeling sick,0
yun ah ubi one say ü wan call tomorrow call 67441233 look irene ere got bus8 22 65 61 66 382 ubi cres ubi tech park 6ph 1st 5wkg day èn,0
cool shall go see go tip anyway home got something drop later let go town tonight maybe mum take u,0
show ur colour euro 2004 2 4 1 offer get england flag 3lions tone ur phone click following service message info,1
probably lt gt,0
uh head much left,0
twinks bear scallies skin jock calling miss weekend fun call 08712466669 10p min 2 stop text call 08712460324 nat rate,1
si si think ill go make oreo truffle,0
lemme know,0
add really care least get dude fuck hey money want,0
go tell friend sure want live smoke much spend hour begging come smoke,0
sorry call later,0
nice nice working,0
sorry roommate took forever ok come,0
much textin bout,0
gr8 see message r u leaving congrats dear school wat r ur plan,0
yes possible dint try pls dont tell one k,0
wait 4 ü inside da car park,0
need go get,0
great princess thinking,0
bishan lar nearer need buy early co buy gotta park car,0
rose red red blood blood heart heart u u send ti ur friend including u like u get back 1 u r poor relation 2 u need 1 support 3 u r frnd 2 many 4 some1 luvs u 5 some1 praying god marry u try,0
rofl true name,0
hmm thinking lor,0
hmmm imagine come home rub foot make dinner help get ready date sure ready kind life,0
management puzzeles,0
thank u,0
aiyar sorry lor forgot 2 tell u,0
ok,0
finished eating got u plate leftover time,0
fine give call know want question,0
u dun drive go 2 sch,0
thanks hope good day today,0
erm thought contract ran the4th october,0
set place heart mind mind easily forgets heart always remember wish happy valentine day,0
dai lt gt naal eruku,0
let know contact settled room let know ok,0
omg one thing another cat worm bad day end,0
ok lor ü reaching message,0
idea,0
thank princess sexy,0
train back northampton afraid staying skyving today ho ho around wednesday though fancy comedy club week way,0
well done blimey exercise yeah kinda remember wot hmm,0
izzit still raining,0
message text missing sender name missing number missing sent date missing missing u lot thats everything missing sent via fullonsms com,0
hmmm guess go 4 kb n power yoga haha dunno tahan power yoga anot thk got lo oso forgot liao,0
msg mobile content order resent previous attempt failed due network error query customersqueries netvision uk com,1
worse us half way stop better complete,0
ard 530 lor ok message ü lor,0
jus reached home go bathe first si using net tell u finish k,0
merry christmas u annie,0
want go perumbavoor,0
came hostel going sleep plz call class hrishi,0
cool time think get,0
ü come lt 25 n pas lar,0
nope since ayo travelled forgotten guy,0
u outbid simonwatson5120 shinco dvd plyr 2 bid visit sm ac smsrewards 2 end bid notification reply end,1
alex know guy sell mids south tampa think could set like 8,0
plan,0
hi dear saw dear happy battery low,0
see finish load loan pay,0
shame maybe cld meet hr tomo,0
know need get hotel got invitation apologise cali sweet come english bloke weddin,0
ok happen behave like,0
v romantic,0
hey elaine today meeting still,0
hey got mail,0
really sorry b able 2 friday hope u find alternative hope yr term going ok,0
pride almost lt gt year old takin money kid supposed deal stuff grownup stuff tell,0
hi darlin ive got back really nice night thanks much lift see u tomorrow xxx,0
haha mayb u rite u know well da feeling liked someone gd lor u faster go find one gal group attached liao,0
ü bot note oredi co juz rem got,0
come people,0
beauty life next second hide thousand secret wish every second wonderful ur life gud n8,0
ü write wat,0
also da feel yesterday night wait til 2day night dear,0
beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf good night,0
knew u slept v late yest wake late,0
pussy perfect,0
wat time ü wan today,0
school starting stay weather like food social support system like friend school thing important,0
good morning princess happy new year,0
date sunday,0
aight 8 latest probably closer 7 jay tyler two trip,0
superior telling friday leave department except leave way call waheed fathima hr conform,0
cant keep talking people sure pay agree price pls tell want really buy much willing pay,0
xmas story peace xmas msg love xmas miracle jesus hav blessed month ahead amp wish u merry xmas,0
sm ac blind date 4u rodds1 21 aberdeen united kingdom check http img sm ac w icmb3cktz8r7 4 blind date send hide,1
wishing beautiful day moment revealing even thing keep smiling enjoy,0
getting back time soon,0
nope waiting sch 4 daddy,0
way office da,0
call ok said call,0
height confidence aeronautics professor wer calld amp wer askd 2 sit aeroplane aftr sat wer told dat plane w made student dey hurried plane bt 1 didnt move said made student wont even start datz confidence,0
2 babe feel let 4get try cheer fit soo muchxxlove u locaxx,0
sarcasm nt scarcasim,0
thought get watch co thats kind thing u get4an18th love much,0
well slightly disastrous class pm fav darling hope day ok coffee wld good stay late tomorrow time place always,0
get garden ready summer free selection summer bulb seed worth 33 50 scotsman saturday stop go2 notxt co uk,1
yup anything lor u dun wan ok,0
hope arnt pissed id would really like see tomorrow love xxxxxxxxxxxxxx,0
ok sent u da latest version da project,0
u bin awarded 50 play 4 instant cash call 08715203028 claim every 9th player win min 50 500 optout 08718727870,1
please give 2 pick tuesday evening 8 ok,0
ok another number,0
sorry man account dry would want could trade back half could buy shit credit card,0
stop knowing well,0
every king cry baby every great building map imprtant u r today u wil reach tomorw gud ni8,0
think u got think use got good ni8,0
come home one last time wont anything trust,0
man bus slow think gonna get,0
sorry call later,0
thk ü gotta go home urself co b going shopping 4 frens present,0
hope thing went well doctor reminds still need 2go u c little thing left lounge,0
hello hello hi lou sorry took long 2 reply left mobile friend lancaster got bak neway im sorry make ur b day 2 hun,0
wat happened cruise thing,0
house maid murderer coz man murdered lt gt th january public holiday govt instituitions closed including post office understand,0
head dey swell oh thanks making day,0
today sorry day ever angry ever misbehaved hurt plz plz slap urself bcoz ur fault basically good,0
hungry buy smth home,0
anybody number still thought tactful way ask alex,0
oh send address,0
nope come online,0
sure yet still trying get hold,0
ok,0
r meeting,0
day asked anand number,0
hiya last night naughty bought clothes little ready shopping tho kind time wanna meet,0
urgent trying contact u today draw show 800 prize guaranteed call 09050003091 land line claim c52 valid 12hrs,1
thing r good thanx got exam march ive done revision fran still boyf ive gotta interviw 4 exeter bit worried x,0
nothing jus tot u would ask co u ba gua went mt faber yest yest jus went already mah today going jus call lor,0
hey babe sorry get sooner gary come fix cause think know go far ptbo say cost lt gt buck know might cheaper find someone second hand machine right let know want babe,0
yeah right bring tape measure fri,0
want come online,0
sweet may may go 4u meet carlos gauge patty interest,0
hmm yeah grooved im looking forward pound special,0
reckon need town eightish walk carpark,0
sorry call later,0
free 1st week entry 2 textpod 4 chance 2 win 40gb ipod 250 cash every wk txt pod 84128 t c www textpod net custcare 08712405020,1
see requirement please,0
sunshine quiz wkly q win top sony dvd player u know country liverpool played mid week txt ansr 82277 1 50 sp tyrone,1
free entry 2 wkly comp win fa cup final tkts 21st may 2005 text fa 87121 receive entry question std txt rate c apply 08452810075over18,1
hi 07734396839 ibh customer loyalty offer new nokia6600 mobile 10 txtauction txt word start 81151 get 4t,1
know yetunde sent money yet sent text bother sending dont involve anything imposed anything first place apologise,0
cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one,0
hey gorgeous man work mobile number good one babe squishy mwahs,0
text way cup stop work bus,0
hiya hows going sunny africa hope u r avin good time give big old silver back big kiss,0
2p per min call germany 08448350055 bt line 2p per min check planettalkinstant com info c text stop opt,1
yes know cheesy song frosty snowman,0
hey inconvenient si huh,0
living simple loving also simple laughing simple winning tooo simple simple difficult,0
wondering would okay call uncle john let know thing nigeria r lt gt dollar 2years sent know strain plan pay back every dime give every dime expect anything practical something like,0
ok take ur time n enjoy ur dinner,0
pls dont restrict eating anythin like next two day,0
ü thk wat eat tonight,0
hope scared,0
last thing ever wanted hurt think would laugh embarassed delete tag keep going far knew even fact even felt like would hurt show really know messy wednesday bad problem time clean choose skype take picture sleep want go mind thing make bed throw laundry top friend house embarassed underwear bra strewn bed pillow floor something else used good least making bed,0
ahhhh woken bad dream u tho dont like u right didnt know anything comedy night guess im,0
say fantastic chance anything need bigger life lift losing 2 live think would first person 2 die n v q,0
lol well without could big sale together,0
oops mum somerset bit far back tomo see soon x,0
aslamalaikkum insha allah tohar beeen muht albi mufti mahfuuz meaning,0
today system sh get ready well also deep well,0
free msg billed mobile number mistake shortcode 83332 please call 08081263000 charge refunded call free bt landline,1
lmao nice 1,0
got c lazy type forgot ü lect saw pouch like v nice,0
come aftr lt decimal gt cleaning house,0
message sent askin lt gt dollar shoul pay lt gt lt gt,0
wait cornwall hope tonight bad well rock night shite anyway going kip good night speak soon,0
hello boytoy geeee miss already woke wish bed cuddling love,0
much getting,0
rat hey u ever vote next theme,0
mobile 11 month u r entitled update latest colour mobile camera free call mobile update co free 08002986030,1
today vodafone number ending 4882 selected receive 350 award number match call 09064019014 receive 350 award,1
naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt,0
picking various point,0
hi roger cl,0
cute thought friendship necessary share every secret ur close frnd watever u shared true,0
anything specific regard jaklin idk fuck,0
u wearing,0
k u bored come home,0
also didnt get na hi hi hi hi hi,0
cashbin co uk get lot cash weekend www cashbin co uk dear welcome weekend got biggest best ever cash give away,1
hello good week fancy drink something later,0
lt gt think say syllabus,0
hurting n meaningful line ever compromised everything love end love compromised everything gud mornin,0
hows favourite person today r u workin hard sleep last nite nearly rang u 4 30,0
way stay oh,0
cant pick phone right pls send message,0
got ur mail dileep thank muchand look forward lot support le contact remember one venugopal mentioned tomorrow late shall try come till goodnight dear,0
someone year lt gt toyota camry like mr olayiwola mileage lt gt k clean need know much sell raise dough soon landing sell holla back,0
im gonna miss u much,0
goodmorning grandfather expired leave today,0
ok take care umma,0
say happen,0
hate turn fun shopping trip annoying day everything would look house,0
boy love u grl hogolo boy gold chain kodstini grl agalla boy necklace madstini grl agalla boy hogli 1 mutai eerulli kodthini grl love u kano,0
en chikku nange bakra msg kalstiya tea coffee,0
call unable cal let meet bhaskar deep,0
called hoping l8r malaria know miss guy miss ban big pls give love especially great day,0
apart one told yesterday,0
dunno juz askin co got card got 20 4 salon called hair sense tot da one ü cut ur hair,0
haiyoh maybe hamster jealous million,0
yar tot u knew dis would happen long ago already,0
anything lor,0
honey sweetheart darling sexy bun sugar plum loverboy miss boytoy smack as go gym,0
ebay might le elsewhere,0
ur cash balance currently 500 pound maximize ur cash send go 86688 150p msg cc 08718720201 po box 114 14 tcr w1,1
well know mean texting,0
aight chillin friend room text way,0
1 cbe 2 chennai,0
apps class varaya elaya,0
babe said 2 hour almost 4 internet,0
hopeing pissed remember gone sister something,0
ha must walk everywhere cannot take tram cousin said walk vic market hotel,0
dunno lei ü decide lor abt leona oops tot ben going n msg,0
mean get door,0
private 2003 account statement show 800 un redeemed point call 08718738001 identifier code 49557 expires 26 11 04,1
hack chat get backdoor entry 121 chat room fraction cost reply neo69 call 09050280520 subscribe 25p pm dp bcm box 8027 ldn wc1n3xx,1
office call lt gt min,0
review keep fantastic nokia n gage game deck club nokia go 2 www cnupdates com newsletter unsubscribe alert reply word,1
well desperate call armand,0
ugh u apologize admit u wrong ask take u back,0
pls send address sir,0
bored housewife chat n date 0871750 77 11 bt national rate 10p min landline,1
urgent mobile awarded 2 000 bonus caller prize 1 08 03 2nd attempt contact call 0871 4719 523 box95qu bt national rate,1
oh come ah,0
time prob 3,0
thought slide enough,0
tell dear happen talking like alian,0
sorry lot friend friend stuff talk actual guy want buy,0
cant pick phone right pls send message,0
hey cutie go wale kinda ok like hill shit still avent killed,0
sorry help,0
told number gautham,0
prepare pounded every night,0
dear hero leaving qatar tonite apt opportunity pls keep touch lt email gt kerala,0
honeymoon outfit,0
come right ahmad,0
5 free top polyphonic tone call 087018728737 national rate get toppoly tune sent every week text subpoly 81618 3 per pole unsub 08718727870,1
u workin overtime nigpun,0
awarded sipix digital camera call 09061221061 landline delivery within 28days c box177 m221bp 2yr warranty 150ppm 16 p p 3 99,1
hai dear friend new amp present number rajitha raj ranju,0
want lt gt r da,0
alright see bit,0
good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy,0
good morning plz call sir,0
havent planning buy later check already lido got 530 show e afternoon u finish work already,0
ha ha ha good joke girl situation seeker,0
spending new year brother family let plan meet next week ready spoiled,0
watching house entertaining getting whole hugh laurie thing even stick indeed especially stick,0
449050000301 2 000 price claim call 09050000301,1
congrats 2 mobile 3g videophones r call 09063458130 videochat wid ur mate play java game dload polyph music noline rentl bx420 ip4 5we 150p,1
customer service announcement recently tried make delivery unable please call 07090298926 schedule ref 9307622,1
someone u know asked dating service 2 contact cant guess call 09058097189 revealed pobox 6 ls15hb 150p,1
alright took morphine back yo,0
well good morning mr hows london treatin ya treacle,0
sun cant come earth send luv ray cloud cant come river send luv rain cant come meet u send care msg u gud evng,0
gran onlyfound afew day ago cusoon honi,0
ok let u noe leave house,0
edison rightly said fool ask question wise man answer know u speechless viva gm gn ge gnt,0
know u u know send chat 86688 let find 150p msg rcvd hg suite342 2lands row w1j6hl ldn 18 year,1
since side fever vomitin,0
u,0
good movie ok leave hourish,0
thats cool liked photo sexy,0
yes princess want make happy,0
wonder get text,0
gobi art college,0
mm feeling sleepy today shall get dear,0
aight hit get cash,0
jst change tat,0
dont gimme lip caveboy,0
cant pick phone right pls send message,0
school n da lab stuff give call ü r done,0
v aluable ffectionate l oveable e ternal n oble ruthful ntimate n atural e namous happy valentine day advance,0
please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody,0
mm entirely sure understood text hey ho weekend,0
great day beautiful one,0
pls wont belive god jesus,0
per request melle melle oru minnaminunginte nurungu vettam set callertune caller press 9 copy friend callertune,0
great getting worried know wonderful caring person like best life know u r wonderful god love,0
gr8 see message r u leaving congrats dear school wat r ur plan,0
tyler getting 8th leave long 9 get like hour,0
awww dat sweet think something nice time tonight ill probably txt u later co im lonely xxx,0
ok april cant wait,0
reassuring crazy world,0
yeah gang ready,0
dear friend sorry late information today birthday loving ar praveesh detail log face book see number lt gt dont miss delicious treat,0
get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 www ringtones co uk original n best tone 3gbp network operator rate apply,1
called one pick e phone ask already said ok,0
449071512431 urgent 2nd attempt contact u u 1250 call 09071512433 b4 050703 csbcm4235wc1n3xx callcost 150ppm mobilesvary max 7 50,1
taking part mobile survey yesterday 500 text 2 use however wish 2 get txts send txt 80160 c www txt43 com 1 50p,1
yes trust u buy new stuff asap try,0
lmao ok wont needing u hair anymore,0
lt gt guess easy enough,0
lol know dramatic school already closed tomorrow apparently drive inch snow supposed get,0
want send virtual hug need one,0
come guoyang go n tell u told,0
already got flaky parent snot supposed child job support parent ride age anyway supposed support hurt unintentional hurt nonetheless,0
come back tampa ffffuuuuuuu,0
sad story man last week b day wife nt wish parent forgot n kid went work even colleague wish,0
hope ur head hurt 2 much ploughing way pile ironing staying chinky tonight come round like,0
hey morning come ask pa,0
tonight mate catching sleep new number way,0
whats coming hill monster hope great day thing r going fine busy though,0
alrite jod hows revision goin keris bin doin smidgin n e way u wanna cum college xx,0
hello u call wen u finish wrk fancy meetin wiv u tonite need break dabooks 4 hr last nite 2 today wrk,0
going wipro interview today,0
probs hon u doinat mo,0
mmmm cant wait lick,0
tell friend plan valentine day lt url gt,0
tirupur call da,0
today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy,0
networking technical support associate,0
eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight www getzed co uk pobox36504w45wq 150p,1
night sweet sleep well see exorcism emily rose may never sleep hug snogs,0
okay soon best,0
urgent please call 09066612661 landline 5000 cash luxury 4 canary island holiday await collection c sae award 20m12aq 150ppm 16,1
please call customer service representative freephone 0808 145 4742 9am 11pm guaranteed 1000 cash 5000 prize,1
onum ela pa normal,0
ok lar u sleep early nite,0
sorry call later,0
wen ur lovable bcums angry wid u dnt take seriously coz angry childish n true way showing deep affection care n luv kettoda manda nice day da,0
wait know wesley town bet hella drug,0
yeah lol luckily starring role like,0
checking really miss seeing jeremiah great month,0
today going college able atten class,0
said matter mind saying matter,0
arr birthday today wish get oscar,0
ok bus come soon come otherwise tomorrow,0
bull plan go floating ikea without care world live mess another day,0
nokia 7250i get win free auction take part send nokia 86021 hg suite342 2lands row w1jhl 16,1
guaranteed 200 award even 1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php,1
yo parent gettin cash good news picked downstem,0
forget tell want need crave love sweet arabian steed mmmmmm yummy,0
ü send content page,0
mobile number pls sm ur mail id convey regard achan amma rakhesh qatar,0
hey almost forgot happy b day babe love ya,0
well done england get official poly ringtone colour flag yer mobile text tone flag 84199 opt txt eng stop box39822 w111wx 1 50,1
yeah probably sure ilol let u know personally wuldnt bother ur goin mite well,0
gent trying contact last weekend draw show 1000 prize guaranteed call 09064012160 claim code k52 valid 12hrs 150ppm,1
hoping enjoyed game yesterday sorry touch pls know fondly bein thot great week abiola,0
olol printed forum post guy exact prob fixed gpu replacement hopefully dont ignore,0
hmm uncle informed paying school directly pls buy food,0
ü takin linear algebra today,0
tot u reach liao said shirt,0
good baby,0
wa u efficient gee thanx,0
lol know hey someone great inpersonation flea forum love,0
take exam march 3,0
u talking,0
belive come home,0
aight ill get fb couple minute,0
awesome text restocked,0
stupid say challenge god dont think write instead respond immed,0
two team waiting player,0
know thing wrong everyso often panicks start goin bout bein good enough,0
excellent wish together right,0
pls give prometazine syrup 5mls lt gt min later feed,0
charge transfer charge withdraw anyhow like,0
ur going 2 bahamas callfreefone 08081560665 speak live operator claim either bahamas cruise 2000 cash 18 opt txt x 07786200117,1
hey go jazz power yoga hip hop kb yogasana,0
win year supply cd 4 store ur choice worth 500 enter 100 weekly draw txt music 87066 t c www ldew com subs16 1win150ppmx3,1
received understood n acted upon,0
forced eat slice really hungry tho suck mark getting worried know sick turn pizza lol,0
hey happy birthday,0
urgent trying contact u today draw show 800 prize guaranteed call 09050001808 land line claim m95 valid12hrs,1
wot u 2 u weirdo,0
oh ya ya remember da,0
u win 100 music gift voucher every week starting txt word draw 87066 tscs www idew com skillgame 1winaweek age16 150ppermesssubscription,1
bad girl lady,0
anything lar,0
k special,0
still work going small house,0
sorry da thangam mistake,0
oh k k big hitter anyway good,0
woke yeesh late fall asleep til lt gt,0
sorry call later,0
life alle mone eppolum oru pole allalo,0
done mean,0
many thing antibiotic used chest abdomen gynae infection even bone infection,0
someone smoke every time smoked last two week calling texting wanted smoke,0
yuou working getting pc mom find spot would work need,0
send ur friend receive something ur voice speaking expression 1 childish 2 naughty 3 sentiment 4 rowdy 5 ful attitude 6 romantic 7 shy 8 attractive 9 funny lt gt irritating lt gt lovable reply,0
let snow let snow kind weather brings ppl together friendship grow,0
88800 89034 premium phone service call 08718711108,1
sir goodmorning free call,0
sister got placed birla soft da,0
sac need carry,0
bothering trust answer pls,0
k k also fine complete course,0
yes posted couple pic fb still snow outside waking,0
let know detail fri u find co tom fri mentionned chinese thanks,0
someone contacted dating service entered phone fancy find call landline 09111032124 pobox12n146tf150p,1
prof passed paper sem congrats student enna kalaachutaarama prof gud mrng,0
dip cell dead coming u better respond else shall come back,0
think far find check google map place dorm,0
much buzy,0
think get away trek long family town sorry,0
want explicit sex 30 sec ring 02073162414 cost 20p min gsex pobox 2667 wc1n 3xx,1
ok juz receive,0
watching movie already xy want 2 shop shopping w,0
awake oh,0
sorry da today wont come play driving clas,0
send someone else,0
easy ah sen got selected mean good,0
ü go home liao ask dad pick 6,0
splashmobile choose 1000 gr8 tone wk subscrition service weekly tone costing 300p u one credit kick back enjoy,1
first time everything,0
ok feel like john lennon,0
reverse cheating mathematics,0
sorry man accidentally left phone silent last night check til got,0
thanks bomb date phone wanted say,0
yeah still give ride,0
urgent call 09066612661 landline complementary 4 tenerife holiday 10 000 cash await collection sae c po box 3 wa14 2px 150ppm 18 sender hol offer,1
people tour thought sofa thing sent curious sugar,0
good luck draw take place 28th feb 06 good luck removal send stop 87239 customer service 08708034412,1
friendship poem dear dear u r near hear dont get fear live cheer tear u r always dear gud ni8,0
hiya u like hlday pic looked horrible took mo hows camp amrca thing speak soon serena,0
jot thing want remember later,0
movie laptop,0
umma life vava umma love lot dear,0
hey around got enough half ten owe,0
nt goin got somethin unless meetin 4 dinner lor haha wonder go ti time,0
nothing ever easy looking reason take risk life love,0
curious cuz asked,0
december mobile 11mths entitled update latest colour camera mobile free call mobile update co free 08002986906,1
keep ten r shelf buy two egg,0
okey dokey swashbuckling stuff oh,0
hi mobile lt gt added contact list www fullonsms com great place send free sm people visit fullonsms com,0
finish already yar keep saying mushy embarrassed ok,0
remember,0
sorry c ur msg yar lor poor thing 4 one night tmr u brand new room 2 sleep,0
somebody go andros steal ice,0
life never much fun great came made truly special forget enjoy one gbp sm,1
really still tonight babe,0
actually nvm got hella cash still lt gt ish,0
aldrine rakhesh ex rtm pls call urgent,0
500 new mobile 2004 must go txt nokia 89545 collect today 1 www 4 tc biz 2optout 087187262701 50gbp mtmsg18 txtauction,1
pa tell went bath,0
hi mandy sullivan calling hotmix fm chosen receive 5000 00 easter prize draw please telephone 09041940223 claim 29 03 05 prize transferred someone else,1
carlos took leave minute,0
u sleeping going take haha got spy wat online checking n replying mail lor,0
please protect e threat sib never asks sensitive information like password atm sm pin thru email never share password anybody,0
pity mood suggestion,0
home n ready,0
office whats matter msg call break,0
spook mob halloween collection logo pic message plus free eerie tone txt card spook 8007 zed 08701417012150p per logo pic,1
yes last week taking live call,0
nah perpetual dd,0
training tomorrow,0
u find time bus coz need sort stuff,0
ex wife able kid want kid one day,0
open rebtel firefox load put plus sign user name place show two number lower number number pick number pin display okay,0
happy birthday dear lot love rakhesh nri,0
hi baby ive got back work wanting see u allday hope didnt piss u phone today u give call xxx,0
dear ok,0
pas dis ur contact n see wat u get red luv wid u blue u put smile face purple u r realy hot pink u r swt orange thnk lyk u green realy wana go wid u yelow wnt u bck black jealous u brown miss nw plz giv one color,0
lor,0
u call,0
bruce amp fowler mom car park long story,0
tap spile seven pub gas st broad st canal ok,0
usually person unconscious child adult may behave abnormally call,0
flippin shit yet,0
say slowly god love amp need clean heart blood send ten special people amp u c miracle tomorrow pls pls,0
discount code rp176781 stop message reply stop www regalportfolio co uk customer service 08717205546,1
jus finish blowing hair u finish dinner already,0
k actually guy meet sunoco howard right way,0
congrats treat pending mail 2 day mail thru respect mother home check mail,0
never lei v lazy got wat dat day ü send da url cant work one,0
win year supply cd 4 store ur choice worth 500 enter 100 weekly draw txt music 87066 t c www ldew com subs16 1win150ppmx3,1
home doc gave pain med say everything fine,0
nope wif si lor aft bathing dog bathe look like going 2 rain soon,0
k k good going,0
important prevent dehydration giving enough fluid,0
babe answering see maybe better reboot ym got photo great,0
size elephant tablet u shove um ur as,0
goodmorning today late lt decimal gt min,0
antha num corrct dane,0
,0
wife knew time murder exactly,0
ok c ü,0
4mths half price orange line rental latest camera phone 4 free phone 11mths call mobilesdirect free 08000938767 update or2stoptxt,1
thought king hill thing,0
reach office around lt decimal gt amp mobile problem cann get voice call asa free,0
dear going rubber place,0
alex say ok ok,0
ok try week end course coimbatore,0
fret buy ovulation test strip send wont get til like march send postal address u alright okay,0
nothing,0
chance might evaporated soon violated privacy stealing phone number employer paperwork cool please contact report supervisor,0
aiyo u poor thing u dun wan 2 eat u bathe already,0
got lot hair dresser fr china,0
watching cartoon listening music amp eve go temple amp church u,0
told coming wednesday,0
yo game almost want go walmart soon,0
say good sign well know track record reading woman,0
always looking excuse city,0
home also,0
said kiss kiss sound effect gorgeous man kind person need smile brighten day,0
lol boo hoping laugh,0
ofcourse also upload song,0
want cock hubby away need real man 2 satisfy txt wife 89938 string action txt stop 2 end txt rec 1 50ea otbox 731 la1 7ws,1
